kind,name,source,handler,auth_dependencies,review_status,test_evidence
route,GET /api/v1/2fa/status,api/routers/twofactor.py,get_status,get_identity,reviewed-tested,SECURITY-AUDIT-REVIEW-2026-09-24.md; final-auth-boundaries.log (76 passed); notification-mfa-review.log (273 passed); lifecycle-dns-review-tests.log (140 passed); explicit role/owner checks reviewed.
route,GET /api/v1/accounts,api/routers/accounts.py,list_accounts,get_identity,reviewed-tested,"Reviewed admin/account access, scoped listings and root dispatch; account quota/lifecycle and root-authority regressions recorded"
route,GET /api/v1/accounts/namespace/bulk-enable/{job_id},api/routers/accounts.py,get_namespace_bulk_enable,get_identity,reviewed-tested,"Reviewed admin/account access, scoped listings and root dispatch; account quota/lifecycle and root-authority regressions recorded"
route,GET /api/v1/accounts/{username},api/routers/accounts.py,get_account,get_identity,reviewed-tested,"Reviewed admin/account access, scoped listings and root dispatch; account quota/lifecycle and root-authority regressions recorded"
route,GET /api/v1/accounts/{username}/alerts,api/routers/usage_alerts.py,get_alerts,get_identity,reviewed-tested,SECURITY-AUDIT-REVIEW-2026-09-24.md; lifecycle-dns-review-tests.log (140 passed); outbound-security-tests.log (227 passed); root RPC role/ownership matrix. Deployment acceptance separate.
route,GET /api/v1/accounts/{username}/apps,api/routers/apps.py,list_installed_apps,get_identity,pending,
route,GET /api/v1/accounts/{username}/apps/node,api/routers/nodeapps.py,list_node_apps,get_identity,reviewed-fixed,"Source: account/app ID binding, command UID, validators, root-owned unit/env, BEGIN IMMEDIATE shared port allocation, encrypted environment and teardown; bbe5cbe/3a309e9; 66 application plus 40 command tests; 204 grouped route/policy/domain tests; real Redis socket UID canary. Generated-unit log canary recorded under BSA-2026-048."
route,GET /api/v1/accounts/{username}/apps/node/{app_id},api/routers/nodeapps.py,get_node_app,get_identity,reviewed-fixed,"Source: account/app ID binding, command UID, validators, root-owned unit/env, BEGIN IMMEDIATE shared port allocation, encrypted environment and teardown; bbe5cbe/3a309e9; 66 application plus 40 command tests; 204 grouped route/policy/domain tests; real Redis socket UID canary. Generated-unit log canary recorded under BSA-2026-048."
route,GET /api/v1/accounts/{username}/apps/node/{app_id}/logs,api/routers/nodeapps.py,get_node_app_logs,get_identity,reviewed-fixed,"Source: account/app ID binding, command UID, validators, root-owned unit/env, BEGIN IMMEDIATE shared port allocation, encrypted environment and teardown; bbe5cbe/3a309e9; 66 application plus 40 command tests; 204 grouped route/policy/domain tests; real Redis socket UID canary. Generated-unit log canary recorded under BSA-2026-048."
route,GET /api/v1/accounts/{username}/apps/python,api/routers/pythonapps.py,list_python_apps,get_identity,reviewed-fixed,"Source: account/app ID binding, command UID, validators, root-owned unit/env, BEGIN IMMEDIATE shared port allocation, encrypted environment and teardown; bbe5cbe/3a309e9; 66 application plus 40 command tests; 204 grouped route/policy/domain tests; real Redis socket UID canary. Generated-unit log canary recorded under BSA-2026-048."
route,GET /api/v1/accounts/{username}/apps/python/{app_id},api/routers/pythonapps.py,get_python_app,get_identity,reviewed-fixed,"Source: account/app ID binding, command UID, validators, root-owned unit/env, BEGIN IMMEDIATE shared port allocation, encrypted environment and teardown; bbe5cbe/3a309e9; 66 application plus 40 command tests; 204 grouped route/policy/domain tests; real Redis socket UID canary. Generated-unit log canary recorded under BSA-2026-048."
route,GET /api/v1/accounts/{username}/apps/python/{app_id}/logs,api/routers/pythonapps.py,get_python_app_logs,get_identity,reviewed-fixed,"Source: account/app ID binding, command UID, validators, root-owned unit/env, BEGIN IMMEDIATE shared port allocation, encrypted environment and teardown; bbe5cbe/3a309e9; 66 application plus 40 command tests; 204 grouped route/policy/domain tests; real Redis socket UID canary. Generated-unit log canary recorded under BSA-2026-048."
route,GET /api/v1/accounts/{username}/backups,api/routers/account_backups.py,list_account_jobs,get_identity,pending,
route,GET /api/v1/accounts/{username}/backups/restores/list,api/routers/account_backups.py,list_account_restores,get_identity,pending,
route,GET /api/v1/accounts/{username}/backups/snapshots/restores,api/routers/account_backups.py,snapshot_restore_history,get_identity,pending,
route,GET /api/v1/accounts/{username}/backups/snapshots/runs,api/routers/account_backups.py,list_snapshot_runs,get_identity,pending,
route,GET /api/v1/accounts/{username}/backups/snapshots/runs/{run_id}/browse,api/routers/account_backups.py,browse_snapshot,get_identity,pending,
route,GET /api/v1/accounts/{username}/backups/snapshots/runs/{run_id}/configuration,api/routers/account_backups.py,snapshot_configuration,get_identity,pending,
route,GET /api/v1/accounts/{username}/backups/snapshots/runs/{run_id}/databases,api/routers/account_backups.py,snapshot_databases,get_identity,pending,
route,GET /api/v1/accounts/{username}/backups/snapshots/runs/{run_id}/mail-routing,api/routers/account_backups.py,snapshot_mail_routing,get_identity,pending,
route,GET /api/v1/accounts/{username}/backups/snapshots/runs/{run_id}/mailboxes,api/routers/account_backups.py,snapshot_mailboxes,get_identity,pending,
route,GET /api/v1/accounts/{username}/backups/{job_id},api/routers/account_backups.py,get_job,get_identity,pending,
route,GET /api/v1/accounts/{username}/backups/{job_id}/browse,api/routers/account_backups.py,browse_backup,get_identity,pending,
route,GET /api/v1/accounts/{username}/bandwidth,api/routers/bandwidth.py,get_bandwidth,get_identity,reviewed-fixed,"Source review plus 41 SSL tests, 8 final real-VM ACME hook tests, actual hosted/webmail HTTP challenge success/cleanup, locked idempotent renewal migration on both servers; 47 VM reporting tests, 24 focused parser/ownership cases, 25 HTTP/root scope cases. See SECURITY-AUDIT-REVIEW-2026-09-24.md for resource budgets and limitations."
route,GET /api/v1/accounts/{username}/composer/runs,api/routers/devtools.py,list_composer_runs,get_identity,reviewed-tested,wordpress-tools-review.log:57 passed; account-scoped command jobs and tenant execution
route,GET /api/v1/accounts/{username}/composer/runs/{job_id},api/routers/devtools.py,get_composer_run,get_identity,reviewed-tested,wordpress-tools-review.log:57 passed; account-scoped command jobs and tenant execution
route,GET /api/v1/accounts/{username}/crons,api/routers/cron.py,list_crons,get_identity,reviewed-tested,SECURITY-AUDIT-REVIEW-2026-09-24.md; lifecycle-dns-review-tests.log (140 passed); outbound-security-tests.log (227 passed); root RPC role/ownership matrix. Deployment acceptance separate.
route,GET /api/v1/accounts/{username}/crons/mailto,api/routers/cron.py,get_mailto,get_identity,reviewed-tested,SECURITY-AUDIT-REVIEW-2026-09-24.md; lifecycle-dns-review-tests.log (140 passed); outbound-security-tests.log (227 passed); root RPC role/ownership matrix. Deployment acceptance separate.
route,GET /api/v1/accounts/{username}/databases,api/routers/databases.py,list_databases,get_identity,reviewed-fixed,"database/FTP lifecycle hardening: 47 database/FTP/RPC-authority tests; VM canary forced post-create bookkeeping failures and external delete failures, proving created DB/FTP objects are cleaned up or rows retained for retry; primary hashes deployed"
route,GET /api/v1/accounts/{username}/disk-tree,api/routers/disktree.py,get_disk_tree,get_identity,reviewed-fixed,"3a309e9; source path scope and tenant UID du/find, bounded output and NUL records; 10 functional/filename tests; real VM root-vs-tenant path-swap canary; grouped route/policy denial tests."
route,GET /api/v1/accounts/{username}/disk-tree/top-files,api/routers/disktree.py,get_top_files,get_identity,reviewed-fixed,"3a309e9; source path scope and tenant UID du/find, bounded output and NUL records; 10 functional/filename tests; real VM root-vs-tenant path-swap canary; grouped route/policy denial tests."
route,GET /api/v1/accounts/{username}/domains,api/routers/domains.py,list_domains,get_identity,reviewed-fixed,BSA-2026-046; account/domain ownership before dispatch; 85 ownership tests plus VM cases
route,GET /api/v1/accounts/{username}/domains/{domain}/apps/jobs/{job_id},api/routers/apps.py,get_job,get_identity,pending,
route,GET /api/v1/accounts/{username}/domains/{domain}/email/autoresponders/{local_part},api/routers/email.py,get_autoresponder,get_identity,reviewed-fixed,autoresponder Sieve rollback hardening: 82 handler/autoresponder/mail-mutation/RPC-authority tests; VM canary forced row set/delete failures and verified .dovecot.sieve new-file removal and old-file restoration; primary handlers_mail.py hash deployed
route,GET /api/v1/accounts/{username}/domains/{domain}/email/catchall,api/routers/email.py,get_catchall,get_identity,pending,
route,GET /api/v1/accounts/{username}/domains/{domain}/email/forwarders,api/routers/email.py,list_forwarders,get_identity,pending,
route,GET /api/v1/accounts/{username}/domains/{domain}/email/routing,api/routers/email_extras.py,get_routing,get_identity,pending,
route,GET /api/v1/accounts/{username}/domains/{domain}/email/spam-filter,api/routers/email.py,get_spam_filter,get_identity,reviewed-fixed,"spam-filter consistency hardening: 89 mail/spamfilter/RPC-authority tests; VM canary verified per-domain prefs/DB rollback, global local.cf lint-before-apply, global DB failure restore, and primary hashes deployed"
route,GET /api/v1/accounts/{username}/domains/{domain}/error-pages,api/routers/errorpages.py,list_error_pages,get_identity,reviewed-fixed,Shared no-follow file/tenant ACL fix; sandboxed HTML preview; test_feature_scope_review.py; test_custom_pages.py; Chromium error-preview-security.spec.js normal CSP and bypassCSP cases passed
route,GET /api/v1/accounts/{username}/domains/{domain}/error-pages/{code},api/routers/errorpages.py,get_error_page,get_identity,reviewed-fixed,Shared no-follow file/tenant ACL fix; sandboxed HTML preview; test_feature_scope_review.py; test_custom_pages.py; Chromium error-preview-security.spec.js normal CSP and bypassCSP cases passed
route,GET /api/v1/accounts/{username}/domains/{domain}/forwarding,api/routers/forwarding.py,get_forwarding,get_identity,reviewed-tested,"Source: account/domain binding, row scopes, redirect/status/CIDR/allowlist validation, OLS rule interpolation, escaped maintenance HTML, generated bypass token and private custom-page writer; 204 grouped route/policy/domain tests. Failed OLS applies return errors; DB retains desired settings (not a claim of transactional rollback)."
route,GET /api/v1/accounts/{username}/domains/{domain}/hotlink-protection,api/routers/hotlink.py,get_hotlink_protection,get_identity,reviewed-tested,"Source: account/domain binding, row scopes, redirect/status/CIDR/allowlist validation, OLS rule interpolation, escaped maintenance HTML, generated bypass token and private custom-page writer; 204 grouped route/policy/domain tests. Failed OLS applies return errors; DB retains desired settings (not a claim of transactional rollback)."
route,GET /api/v1/accounts/{username}/domains/{domain}/ip-block,api/routers/ipblock.py,list_ip_blocks,get_identity,reviewed-tested,"Source: account/domain binding, row scopes, redirect/status/CIDR/allowlist validation, OLS rule interpolation, escaped maintenance HTML, generated bypass token and private custom-page writer; 204 grouped route/policy/domain tests. Failed OLS applies return errors; DB retains desired settings (not a claim of transactional rollback)."
route,GET /api/v1/accounts/{username}/domains/{domain}/lscache,api/routers/lscache_router.py,get_lscache,get_identity,reviewed-fixed,BSA-2026-071; authenticated account/domain access; cache-waf-review.log
route,GET /api/v1/accounts/{username}/domains/{domain}/lscache/stats,api/routers/lscache_router.py,get_lscache_stats,get_identity,reviewed-fixed,BSA-2026-071; authenticated account/domain access; cache-waf-review.log
route,GET /api/v1/accounts/{username}/domains/{domain}/maintenance,api/routers/maintenance.py,get_maintenance,get_identity,reviewed-tested,"Source: account/domain binding, row scopes, redirect/status/CIDR/allowlist validation, OLS rule interpolation, escaped maintenance HTML, generated bypass token and private custom-page writer; 204 grouped route/policy/domain tests. Failed OLS applies return errors; DB retains desired settings (not a claim of transactional rollback)."
route,GET /api/v1/accounts/{username}/domains/{domain}/nameservers,api/routers/nameservers.py,list_nameservers,get_identity,reviewed-tested,SECURITY-AUDIT-REVIEW-2026-09-24.md; final-auth-boundaries.log (76 passed); notification-mfa-review.log (273 passed); lifecycle-dns-review-tests.log (140 passed); explicit role/owner checks reviewed.
route,GET /api/v1/accounts/{username}/domains/{domain}/redirects,api/routers/redirects.py,list_redirects,get_identity,reviewed-tested,"Source: account/domain binding, row scopes, redirect/status/CIDR/allowlist validation, OLS rule interpolation, escaped maintenance HTML, generated bypass token and private custom-page writer; 204 grouped route/policy/domain tests. Failed OLS applies return errors; DB retains desired settings (not a claim of transactional rollback)."
